article_id,title,link,creator,pubdate,category,description,source,country,article_type,scrape_timestamp
f532b324083e6edc5223fdb143c3fc55,jira-assistant-skills added to PyPI,https://pypi.org/project/jira-assistant-skills/,,2026-01-04T21:13:13Z,dry bulk shipping,A collection of CLI-based assistant skills for interacting with Jira.,Pypi.org,Unknown,News,2026-01-06T06:38:04.210749Z
f128a4df448604ad8c87063e65a70191,"Safe Bulkers, Inc. Declares Quarterly Dividend on its 8.00% Series C Cumulative Redeemable Perpetual Preferred Shares; 8.00% Series D Cumulative Redeemable Perpetual Preferred Shares",https://www.globenewswire.com/news-release/2026/01/02/3212277/0/en/Safe-Bulkers-Inc-Declares-Quarterly-Dividend-on-its-8-00-Series-C-Cumulative-Redeemable-Perpetual-Preferred-Shares-8-00-Series-D-Cumulative-Redeemable-Perpetual-Preferred-Shares.html,"Safe Bulkers, Inc.",2026-01-02T21:05:00Z,dry bulk shipping,"MONACO, Jan. 02, 2026 (GLOBE NEWSWIRE) -- Safe Bulkers, Inc. (the “Company”) (NYSE: SB), an international provider of marine drybulk transportation services, announced today that the Company's Board of Directors has declared:",GlobeNewswire,Global,News,2026-01-06T06:38:04.211013Z
1ad9128a31a1f74ea4a8542d33dfea73,"Stock Market Highlights 1 January 2026: Sensex, Nifty close flat on first trading day of new year",https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-1st-january-2026/article70456847.ece,"Team BL, KS Badri Narayanan",2026-01-01T01:09:52Z,dry bulk shipping,"Sensex, Nifty, Share Prices updates: After a positive opening, the benchmark indices ended the first day of the new year flat. Sensex dipped by 32 points or 0.04% to end at 85,188.60. Nifty 50 inched up by 16.95 points or 0.06% to 26,146.55 India’s equity ben…",BusinessLine,India,Market Report,2026-01-06T06:38:04.211040Z
164d52168c56f2d1c6514b4dc0ac4498,5 Practical Ways to Make Film Photography More Affordable in 2026,https://fstoppers.com/film/5-practical-ways-make-film-photography-more-affordable-2026-719178,Alex Cooke,2025-12-31T22:04:01Z,dry bulk shipping,"Let's address the elephant in the room: shooting film is expensive, and it's only getting worse. We all love the aesthetic, the satisfying mechanical clunk of a manual shutter, and the deliberate slowness that forces us to actually think before we press the b…",Fstoppers,Unknown,News,2026-01-06T06:38:04.211089Z
fb3d7c50798ea4656083454d09021b92,Shipping: Signals of instability and risks in 2026,https://www.naftemporiki.gr/english/2052889/shipping-signals-of-instability-and-risks-in-2026/,Γιάννα Βαρδαλαχάκη,2025-12-31T06:18:34Z,dry bulk shipping,"2026 finds global shipping in a transitional phase. After six consecutive years of intense disruptions – from the pandemic and the energy crisis to wars and geopolitical tensions – the…
Shipping: Signals of instability and risks in 2026 - Η ΝΑΥΤΕΜΠΟΡΙΚΗ",Naftemporiki.gr,Global,News,2026-01-06T06:38:04.211142Z
2bb7fa0f700567bc0b5a06fb274164d3,MarketBeat’s Top-Rated Dividend Stocks for 2026,https://www.marketbeat.com/stock-ideas/marketbeats-top-rated-dividend-stocks-for-2026/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,"Ryan Hasson, MarketBeat",2025-12-30T16:23:00Z,dry bulk shipping,MarketBeat’s top-rated dividend stocks combine reliable yields with firm Wall Street conviction rather than yield chasing alone.,MarketBeat,Unknown,Market Report,2026-01-06T06:38:04.211184Z
03756011f7ad949ab212ad4261f624f0,"The drama and the anger over the road blockades, the Karystianou party (where it draws support from), the Kotsovolos deal with Amoiridis–Savvidis, Egnatia and the 22 airports, the Filippou family and the bottomless barrel",https://en.protothema.gr/2025/12/30/the-drama-and-the-anger-over-the-road-blockades-the-karystianou-party-where-it-draws-support-from-the-kotsovolos-deal-with-amoiridis-savvidis-egnatia-and-the-22-airports-the-filippou-fam/,Newsroom,2025-12-30T07:11:01Z,dry bulk shipping,"At COSCO they are getting nervous & the “royal” landing 
The post The drama and the anger over the road blockades, the Karystianou party (where it draws support from), the Kotsovolos deal with Amoiridis–Savvidis, Egnatia and the 22 airports, the Filippou fami…",Protothema.gr,Unknown,News,2026-01-06T06:38:04.211246Z
20067521252899f28c032b7804f76259,"War for Ukraine Day 1,410: And Now We Know Where the Venezuela Idea Came From",https://balloon-juice.com/2026/01/04/war-for-ukraine-day-1410-and-now-we-know-where-the-venezuela-idea-came-from/,Adam L Silverman,2026-01-05T02:56:46Z,bulk carrier,"I’ve managed to catch up on most of my sleep and the BLEH continues to recede, but I’m going to keep tonight to the basics as well. About 2/3rds of Ukraine is under air raid alert for drone swarms. Ukraine has been under Russian attack for several hours‼️ A…",Balloon-juice.com,Russia,News,2026-01-06T06:38:04.645687Z
a94d6b927fa62a163f81cf003adaa647,Butyrate — Fueling a Normal Gut Environment and Supporting Energy Production,https://articles.mercola.com/sites/articles/archive/2026/01/05/butyrate-gut-environment-energy-production.aspx,communities@mercola.com (Dr. Joseph Mercola),2026-01-05T00:00:00Z,bulk carrier,"You might have heard that fiber is good for your gut, and there is a straightforward reason for that advice: certain substances called short-chain fatty acids, or SCFAs. One SCFA in particular, butyrate, often appears in discussions about normal colon functio…",Mercola.com,Unknown,News,2026-01-06T06:38:04.645755Z
c262573c879c1c48e20bbcc0c7e504ec,Homogeneous crystallization via sustained solvent-extraction channels for methylammonium-free all-perovskite tandem solar cells,https://www.nature.com/articles/s41467-025-68213-2,"Yijia Guo, Mengran Yin, Han Gao, Wennan Ou, Pu Wu, Chenshuaiyu Liu, Siyu Xia, Xuntian Zheng, Haowen Luo, Jiajia Hong, Jinyan Guo, Enzuo Wang, Jie Wen, Runnan Liu, Dong Zhou, Lu Zhao, Zhi Li, Jinhuo Liu, Jin Xie, Ludong Li, Renxing Lin, Hairen Tan",2026-01-05T00:00:00Z,bulk carrier,"Despite high efficiencies, all-perovskite tandem solar cells are hindered by thermal instability. Guo et al. address this issue by introducing a multi-Lewis-base modulator, which suppresses the formation of dense Cs-rich films in Pb-Sn perovskites to concurre…",Nature.com,Unknown,News,2026-01-06T06:38:04.645810Z
ef4fcc65435f12210ae12199638aad15,Timeline Of Suspected Underwater Sabotage In Baltic Sea,https://gcaptain.com/timeline-of-suspected-underwater-sabotage-in-baltic-sea/,Reuters,2026-01-04T18:11:10Z,bulk carrier,"Jan 2 (Reuters) – The Baltic Sea region is on high alert after a string of power cable, telecom link and gas pipeline outages since Russia invaded Ukraine in 2022, and the NATO military alliance has boosted its...",gcaptain.com,Russia,News,2026-01-06T06:38:04.645841Z
51b73e4422fce87276fa7cc8537ef04b,Best Essential Oil For Nails And Cuticles – 2026 Reviews,https://www.vampyvarnish.com/best-essential-oil-for-nails-and-cuticles/,Vampy Varnish - Nail Polish & Beauty Reviews,2026-01-03T03:38:37Z,bulk carrier,"Let’s be real-dry, ragged cuticles and brittle nails can ruin even the most beautiful manicure. I used to think the answer was piling on thick creams, but it turns out the secret weapon is something much lighter and more powerful: a dedicated nail and cuticle…",Vampyvarnish.com,Unknown,Analysis/Opinion,2026-01-06T06:38:04.645881Z
10108f074ae8a05f902f0f3b894cd894,Donor-Site-Acceptor Dual-Modulation Covalent Organic Frameworks for Synergistic U(VI) Photoreduction and Immobilization,https://pubs.rsc.org/en/content/articlelanding/2026/ta/d5ta09027j,"Xin Zhong, Zhehong Ji",2026-01-03T00:00:00Z,bulk carrier,"J. Mater. Chem. A, 2026, Accepted ManuscriptDOI: 10.1039/D5TA09027J, PaperXin Zhong, Zhehong JiThe efficient recovery of uranium (U(VI)) from seawater is crucial for sustainable development and the circular economy. Photocatalytic reduction of U(VI) has garne…",Royal Society of Chemistry,Brazil,News,2026-01-06T06:38:04.645909Z
679f40dc3f2f63a12bbbeb78942a90ab,Possible liquid-nitrogen-temperature superconductivity driven by perpendicular electric field in the single-bilayer film of La3Ni2O7 at ambient pressure,https://www.nature.com/articles/s41467-025-67880-5,"Zhi-Yan Shao, Jia-Heng Ji, Congjun Wu, Dao-Xin Yao, Fan Yang",2026-01-03T00:00:00Z,bulk carrier,"Recently superconductivity was observed in La3Ni2O7 ultrathin film grown on the SrLaAlO4 substrate with Tc&nbsp;≈&nbsp;40 K at ambient pressure. Here, the authors propose that an imposed strong perpendicular electric field can strongly enhance the Tc in the s…",Nature.com,Unknown,News,2026-01-06T06:38:04.645963Z
6d5d5a37c0f6fe791e18c63c4c244a9f,B2B Logistics Resets for 2026 as Old Pricing Models Break Down,https://www.pymnts.com/news/b2b-payments/2026/b2b-logistics-resets-for-2026-as-old-pricing-models-break-down/,PYMNTS,2026-01-02T21:57:10Z,bulk carrier,"A New Year brings new beginnings. For the B2B freight and logistics landscape, those new beginnings have been simmering in the background ever since President Donald Trump’s trade tariffs, in combination with other macro factors, worked to upend the old assum…",pymnts.com,Unknown,News,2026-01-06T06:38:04.646026Z
4bbbed28a9222d48e58cad97f6c0103c,Finnish Police Detain Russian Crew After Suspected Sabotage of Baltic Undersea Cable,https://legalinsurrection.com/2026/01/finnish-police-detain-russian-crew-after-suspected-sabotage-of-baltic-undersea-cable/,Leslie Eastman,2026-01-02T21:00:58Z,bulk carrier,"Finland's Border Guard authority indicated sabotage was the likely motivation behind this incident.
The post Finnish Police Detain Russian Crew After Suspected Sabotage of Baltic Undersea Cable first appeared on Le·gal In·sur·rec·tion.",Legalinsurrection.com,Russia,News,2026-01-06T06:38:04.646058Z
a11f907fb169a9c1414ddb5454c31759,Social media leadership skills enterprise teams needs in 2026,https://blog.hootsuite.com/social-media-leadership-skills/,Colleen Christison,2026-01-02T15:05:44Z,bulk carrier,"From cultural awareness to compliance, learn the social media leadership skills required to lead enterprise teams in 2026.
The post Social media leadership skills enterprise teams needs in 2026 appeared first on Social Media Marketing & Management Dashboard.",Hootsuite.com,Unknown,Market Report,2026-01-06T06:38:04.646096Z
